neighborhood,price,price_per_m2,rooms,area_m2,floor,max_floors,year,build_material,heating_type,condition
Pilaitė,103000,1472,3,69,1,1,2020,brick,gas,partial decoration
Pašilaičiai,116990,2003,3,58,2,2,2020,brick,central thermostat,fully equipped
Naujamiestis,230000,2021,5,113,5,5,2006,brick,central thermostat,fully equipped
Senamiestis,70000,2414,1,29,4,4,1940,brick,electric,fully equipped
Žirmūnai,126000,2172,2,58,6,6,2004,brick,central thermostat,fully equipped
Šiaurės miestelis,126000,2172,2,58,6,6,2004,brick,central thermostat,fully equipped
Žirmūnai,229900,2045,4,112,3,3,2007,brick,central thermostat,fully equipped
Šiaurės miestelis,229900,2045,3,112,3,3,2007,brick,central thermostat,fully equipped
Naujoji Vilnia,17400,829,1,21,5,5,1963,block house,electric,partial decoration
Žvėrynas,139200,3000,2,46,1,1,2022,brick,central thermostat,partial decoration
Žvėrynas,214272,3200,3,66,3,3,2022,brick,central thermostat,partial decoration
Žvėrynas,260760,3000,3,86,2,2,2022,brick,central thermostat,partial decoration
Žvėrynas,190200,3000,3,63,1,1,2022,brick,central thermostat,partial decoration
Žvėrynas,217308,2800,3,77,2,2,2022,brick,central thermostat,partial decoration
Senamiestis,40900,1636,1,25,3,3,1969,brick,central thermostat,partial decoration
Pilaitė,109900,2017,2,54,2,2,2007,brick,central thermostat,fully equipped
Pilaitė,109500,2009,2,54,2,2,2007,NaN,central thermostat,NaN
Senamiestis,107000,2460,2,43,3,3,1900,brick,solid fuel,fully equipped
Justiniškės,106000,1359,3,78,9,9,2021,brick,central thermostat,partial decoration
Užupis,423030,3000,5,141,6,6,2019,brick,central thermostat,partial decoration
Užupis,423030,3000,4,141,6,6,2019,brick,central thermostat,partial decoration
Baltupiai,550000,3005,5,183,2,2,2020,brick,geothermal,fully equipped
Užupis,321690,3000,4,107,6,6,2019,brick,central thermostat,partial decoration
Burbiškės,115000,1797,3,64,1,1,2020,brick,central thermostat,fully equipped
Užupis,256600,2500,3,102,6,6,2019,brick,central thermostat,partial decoration
Markučiai,79000,3331,1,23,2,2,2017,brick,central thermostat,fully equipped
Grigiškės,123000,1685,3,73,4,4,1997,brick,central thermostat,fully equipped
Liepkalnis,41900,1464,2,28,2,2,1940,log house,solid fuel,fully equipped
Naujamiestis,318000,2650,4,120,2,2,2019,monolithic,central thermostat,partial decoration
Senamiestis,318000,2650,4,120,2,2,2019,monolithic,central thermostat,partial decoration
Naujamiestis,225000,3013,3,74,4,4,2019,monolithic,central thermostat,partial decoration
Senamiestis,225000,3000,3,75,4,4,2019,monolithic,central thermostat,partial decoration
Kalnėnai,76500,1344,3,56,1,1,2021,brick,gas,partial decoration
Žvėrynas,150000,2674,2,56,1,1,1940,brick,gas,fully equipped
Santariškės,128000,1939,2,66,6,6,2007,brick,central thermostat,fully equipped
Bajorai,128000,1939,2,66,6,6,2007,brick,central thermostat,fully equipped
Antakalnis,112400,2177,2,51,3,3,2020,brick,central thermostat,partial decoration
Senamiestis,112000,3733,1,30,1,1,1938,brick,central,fully equipped
Senamiestis,269000,3147,4,85,4,4,1940,brick,central,fully equipped
Pašilaičiai,83000,1694,2,49,9,9,2021,brick,central thermostat,fully equipped
Naujamiestis,54900,1254,1,43,1,1,1940,wooden house,solid fuel,fully equipped
Pilaitė,80000,1152,3,69,4,4,1991,block house,central thermostat,fully equipped
Justiniškės,86000,1897,2,45,3,3,2021,brick,central thermostat,fully equipped
Bajorai,126600,1849,3,68,1,1,2019,NaN,central thermostat,NaN
Naujininkai,21000,920,1,22,4,4,1978,brick,central,fully equipped
Šnipiškės,141000,2001,3,70,6,6,2020,brick,central thermostat,partial decoration
Baltupiai,81300,2301,2,35,5,5,2020,brick,central thermostat,fully equipped
Baltupiai,149000,2107,3,70,7,7,1969,brick,gas,fully equipped
Pilaitė,88000,1249,3,70,6,6,1994,block house,central,fully equipped
Justiniškės,75000,1373,2,54,6,6,2021,brick,central thermostat,partial decoration
Naujamiestis,1150000,4812,4,239,16,16,2009,brick,gas,fully equipped
Visoriai,44000,1977,1,22,1,1,1940,brick,gas,fully equipped
Žemieji Paneriai,49000,1815,1,27,2,2,2020,brick,electric,fully equipped
Pilaitė,67000,1340,2,50,5,5,1993,block house,central,fully equipped
Grigiškės,52000,1248,2,41,1,1,1962,brick,central,fully equipped
Justiniškės,78000,1500,3,52,1,1,2021,brick,central thermostat,partial decoration
Justiniškės,110000,1222,3,90,7,7,2021,brick,central thermostat,partial decoration
Justiniškės,79000,1436,2,55,7,7,2021,brick,central thermostat,partial decoration
Justiniškės,79000,1436,2,55,7,7,2021,brick,central thermostat,partial decoration
Burbiškės,232630,2479,4,93,4,4,2020,brick,gas,partial decoration
Burbiškės,185920,1933,4,96,2,2,2020,brick,gas,partial decoration
Burbiškės,173860,1811,4,96,2,2,2020,brick,gas,partial decoration
Burbiškės,152350,2031,3,75,2,2,2020,brick,gas,partial decoration
Burbiškės,79850,2218,1,36,1,1,2020,brick,gas,partial decoration
Antakalnis,115000,1665,3,69,1,1,2020,brick,central,partial decoration
Senamiestis,282466,5100,2,55,6,6,2016,monolithic,central thermostat,partial decoration
Burbiškės,99000,2200,2,45,5,5,2020,brick,central thermostat,fully equipped
Burbiškės,99000,2250,2,44,5,5,2020,brick,central thermostat,fully equipped
Justiniškės,93500,1833,3,51,2,2,1985,block house,central,fully equipped
Žirmūnai,60000,2143,1,28,1,1,2007,brick,electric,fully equipped
Naujininkai,122900,2219,3,55,5,5,2020,NaN,central thermostat,NaN
Naujamiestis,122900,2219,3,55,5,5,2020,NaN,central thermostat,NaN
Senamiestis,375000,3827,2,98,2,2,1953,brick,central,fully equipped
Naujamiestis,177000,4317,2,41,5,5,2020,brick,electric,fully equipped
Senamiestis,187200,4353,2,43,5,5,2020,brick,electric,fully equipped
Užupis,342400,3200,4,107,1,1,2021,brick,geothermal,partial decoration
Senamiestis,160000,3200,3,50,4,4,1976,brick,central,fully equipped
Paupys,146779,3001,2,48,2,2,2021,brick,central thermostat,partial decoration
Senamiestis,308590,3811,3,80,3,3,2022,brick,central thermostat,partial decoration
Senamiestis,210575,2773,3,75,1,1,2021,brick,central thermostat,partial decoration
Senamiestis,601354,4500,5,133,2,2,2019,brick,central thermostat,partial decoration
Užupis,218273,2988,3,73,5,5,2019,brick,central thermostat,partial decoration
Antakalnis,187900,2610,2,72,2,2,2013,brick,central thermostat,partial decoration
Užupis,430000,3711,4,115,2,2,2020,brick,central thermostat,partial decoration
Senamiestis,430000,3711,4,115,2,2,2020,brick,central thermostat,partial decoration
Šnipiškės,140000,1854,4,75,1,1,2021,brick,central thermostat,partial decoration
Naujamiestis,840000,4264,4,197,6,6,2004,brick,central thermostat,fully equipped
Senamiestis,840000,4264,4,197,6,6,2004,brick,central thermostat,fully equipped
Senamiestis,630000,3987,5,158,5,5,1913,brick,gas,fully equipped
Senamiestis,360000,3529,3,102,5,5,2011,brick,central thermostat,fully equipped
Senamiestis,360000,3529,3,102,5,5,2010,brick,central thermostat,fully equipped
Senamiestis,360000,3529,3,102,5,5,2012,brick,central thermostat,fully equipped
Karoliniškės,119500,1572,3,76,6,6,2008,block house,central thermostat,fully equipped
Karoliniškės,80700,1898,2,42,2,2,2021,brick,central thermostat,partial decoration
Karoliniškės,84500,1896,2,44,2,2,2021,brick,central thermostat,partial decoration
Karoliniškės,68800,1980,1,34,3,3,2021,brick,central thermostat,partial decoration
Žemieji Paneriai,70000,606,3,115,3,3,1973,brick,gas,partial decoration
Pašilaičiai,93000,1549,2,60,6,6,2006,brick,central thermostat,fully equipped
Justiniškės,77000,1428,2,53,8,8,2021,brick,central thermostat,partial decoration
Senamiestis,139990,3333,2,42,2,2,1940,brick,central,fully equipped
Senamiestis,139990,3333,1,42,2,2,1940,brick,central,fully equipped
Naujininkai,65000,1300,2,50,5,5,1984,brick,central,partial decoration
Senamiestis,215000,4574,2,47,4,4,2020,brick,central thermostat,partial decoration
Šnipiškės,63000,2242,2,28,1,1,1940,wooden house,electric,fully equipped
Antakalnis,118950,1888,3,63,1,1,1980,brick,central,fully equipped
Valakampiai,299000,2183,4,136,2,2,2007,brick,gas,partial decoration
Senamiestis,309000,3441,2,89,2,2,2012,brick,central thermostat,fully equipped
Užupis,89700,2563,1,35,2,2,2019,monolithic,central thermostat,fully equipped
Senamiestis,310000,3508,4,88,4,4,2020,brick,central thermostat,partial decoration
Justiniškės,72000,1565,2,46,1,1,2021,brick,central thermostat,partial decoration
Pašilaičiai,83000,1000,3,83,6,6,2021,brick,central thermostat,partial decoration
Žvėrynas,963000,3000,3,321,5,5,2018,monolithic,gas,partial decoration
Naujamiestis,125000,1467,3,85,2,2,2016,brick,central thermostat,partial decoration
Pašilaičiai,55000,1921,1,28,5,5,2020,brick,central thermostat,fully equipped
Liepkalnis,27000,1063,1,25,1,1,1940,NaN,solid fuel,NaN
Baltupiai,69900,2041,2,34,4,4,2020,brick,central thermostat,partial decoration
Baltupiai,53200,1472,2,36,1,1,2020,brick,central thermostat,partial decoration
Lazdynėliai,105000,1924,3,54,2,2,2020,brick,central thermostat,partial decoration
Lazdynėliai,84000,2003,2,41,3,3,2020,brick,central thermostat,partial decoration
Pilaitė,122000,2040,3,59,1,1,2020,brick,gas,partial decoration
Pilaitė,102000,2072,2,49,1,1,2021,brick,gas,partial decoration
Pilaitė,135000,2022,3,66,3,3,2020,brick,gas,partial decoration
Šnipiškės,80000,1707,3,46,8,8,1990,brick,central,partial decoration
Visoriai,130800,1287,4,101,1,1,2020,brick,gas,partial decoration
Didieji Gulbinai,130800,1287,4,101,1,1,2020,brick,gas,partial decoration
Pilaitė,147900,1822,4,81,8,8,2020,monolithic,central thermostat,partial decoration
Paupys,232589,3117,3,74,4,4,2021,brick,central thermostat,partial decoration
Bajorai,99000,2342,2,42,2,2,2015,brick,gas,fully equipped
Paupys,100247,2915,1,34,1,1,2021,brick,central thermostat,partial decoration
Naujamiestis,380000,2533,4,150,8,8,2002,brick,central thermostat,fully equipped
Baltupiai,269500,3063,2,88,14,14,2007,brick,central thermostat,fully equipped
Baltupiai,249500,2916,2,85,14,14,2005,brick,central thermostat,fully equipped
Jeruzalė,88000,1827,2,48,6,6,2000,brick,central thermostat,fully equipped
Naujininkai,55000,1916,1,28,5,5,1972,brick,central,fully equipped
Senamiestis,255000,3036,3,84,2,2,1940,brick,central,fully equipped
Naujininkai,21500,1201,1,17,5,5,1970,block house,central,fully equipped
Senamiestis,92000,2359,2,39,3,3,1985,brick,central thermostat,fully equipped
Senamiestis,92000,2359,1,39,3,3,1985,brick,central,fully equipped
Pavilnys,29900,427,3,70,1,1,1960,wooden house,solid fuel,partial decoration
Žirmūnai,174000,2328,3,74,2,2,1995,brick,gas,not equipped
Baltupiai,74200,1974,2,37,4,4,2020,brick,central thermostat,fully equipped
Naujininkai,61900,1997,1,31,4,4,1980,brick,central,fully equipped
Senamiestis,245000,5568,1,44,2,2,2009,brick,central thermostat,fully equipped
Markučiai,127676,2204,3,57,2,2,2019,monolithic,central thermostat,fully equipped
Užupis,127676,2204,3,57,2,2,2019,monolithic,central thermostat,fully equipped
Žirmūnai,215000,2119,4,101,4,4,2007,brick,central thermostat,fully equipped
Šiaurės miestelis,215000,2119,4,101,4,4,2007,brick,central thermostat,fully equipped
Lazdynėliai,118000,2429,2,48,7,7,2008,brick,central,fully equipped
Antakalnis,132000,3912,2,33,4,4,2020,brick,central thermostat,fully equipped
Naujamiestis,280000,3778,3,74,5,5,2014,brick,gas,fully equipped
Užupis,470000,4896,4,96,2,2,2019,brick,central thermostat,fully equipped
Jeruzalė,133000,1330,4,100,1,1,1997,brick,central,fully equipped
Senamiestis,595000,2759,4,215,4,4,1940,brick,gas,fully equipped
Karoliniškės,168500,2355,3,71,3,3,2007,brick,central thermostat,fully equipped
Karoliniškės,168500,2355,2,71,3,3,2007,brick,central thermostat,fully equipped
Šnipiškės,97000,2333,2,41,3,3,2021,brick,central thermostat,partial decoration
Žirmūnai,52000,1368,2,38,5,5,1968,brick,central,fully equipped
Šnipiškės,50000,1321,2,37,5,5,1968,brick,central,fully equipped
Naujoji Vilnia,107900,1343,3,80,1,1,2016,block house,gas,partial decoration
Antakalnis,107900,1343,3,80,1,1,2016,block house,gas,partial decoration
Senamiestis,510000,3542,5,144,3,3,2012,brick,central,fully equipped
Šnipiškės,274999,2855,5,96,1,1,1940,brick,gas,fully equipped
Justiniškės,117900,1764,3,66,4,4,2021,brick,central thermostat,partial decoration
Justiniškės,117900,1764,3,66,4,4,2020,brick,central thermostat,partial decoration
Vilkpėdė,127000,2048,3,62,2,2,2020,brick,central thermostat,partial decoration
Senamiestis,359000,2762,5,130,1,1,1940,brick,central,fully equipped
Antakalnis,197000,3001,3,65,3,3,2021,brick,aerothermal,partial decoration
Antakalnis,169000,3263,2,51,2,2,2021,brick,aerothermal,partial decoration
Lazdynai,75900,1615,2,46,5,5,1969,block house,central,fully equipped
Antakalnis,189000,1919,3,98,2,2,1995,brick,gas,fully equipped
Senamiestis,107000,3292,1,32,2,2,1940,brick,gas,fully equipped
Senamiestis,107000,3292,2,32,2,2,1940,brick,gas,fully equipped
Senamiestis,275000,5000,2,55,2,2,2009,brick,gas,fully equipped
Justiniškės,110000,1230,3,89,8,8,2021,brick,central thermostat,partial decoration
Pilaitė,129500,1773,3,73,1,1,2020,block house,central thermostat,fully equipped
Pilaitė,133000,1797,3,74,1,1,2020,block house,central thermostat,fully equipped
Pilaitė,85400,1251,2,68,1,1,2020,block house,central thermostat,partial decoration
Fabijoniškės,106700,1491,3,71,12,12,2008,brick,central thermostat,fully equipped
Lazdynai,77000,1203,3,64,5,5,1974,block house,central,fully equipped
Šnipiškės,135000,2797,2,48,1,1,2015,brick,central thermostat,fully equipped
Fabijoniškės,139000,1544,4,90,5,5,2002,brick,central thermostat,fully equipped
Žemieji Paneriai,52000,1300,2,40,3,3,1974,block house,central,fully equipped
Šeškinė,85000,1545,2,55,1,1,1981,block house,central,fully equipped
Senamiestis,385000,2810,4,137,3,3,1940,block house,central,fully equipped
Užupis,460000,3172,4,145,1,1,1940,brick,gas,fully equipped
Antakalnis,191000,2146,4,89,3,3,1998,brick,gas,fully equipped
Antakalnis,191000,2158,4,88,3,3,1998,brick,electric,fully equipped
Senamiestis,280000,4828,3,58,3,3,2019,brick,central,fully equipped
Senamiestis,165000,3406,1,48,3,3,1940,brick,central,fully equipped
Šnipiškės,165000,3575,2,46,1,1,1940,brick,central,fully equipped
Senamiestis,155000,3538,2,43,3,3,1940,brick,central,fully equipped
Rasos,129000,2016,3,64,5,5,1978,brick,central,fully equipped
Karoliniškės,91500,2154,2,42,14,14,2019,block house,central thermostat,partial decoration
Karoliniškės,66500,2372,1,28,16,16,2019,block house,central thermostat,partial decoration
Viršuliškės,86600,1965,2,44,13,13,2019,block house,central thermostat,partial decoration
Karoliniškės,88000,1975,2,44,14,14,2019,block house,central thermostat,partial decoration
Viršuliškės,87500,2060,2,42,12,12,2019,block house,central thermostat,partial decoration
Senamiestis,625000,4735,5,132,4,4,2009,brick,central thermostat,fully equipped
Senamiestis,625000,4735,5,132,4,4,2009,brick,central thermostat,fully equipped
Pilaitė,90900,1649,3,55,5,5,2020,monolithic,central thermostat,partial decoration
Pilaitė,86400,1621,3,53,4,4,2020,monolithic,central thermostat,partial decoration
Pilaitė,98300,1529,3,64,2,2,2020,monolithic,central thermostat,partial decoration
Pilaitė,119000,1612,4,73,4,4,2020,monolithic,central thermostat,partial decoration
Pilaitė,96400,1592,3,60,5,5,2020,monolithic,central thermostat,partial decoration
Pilaitė,93000,1575,3,59,1,1,2020,monolithic,central thermostat,partial decoration
Pilaitė,77500,1611,2,48,3,3,2020,monolithic,central thermostat,partial decoration
Pilaitė,138000,1868,4,73,7,7,2020,monolithic,central thermostat,partial decoration
Pilaitė,68000,1591,2,42,1,1,2020,monolithic,central thermostat,partial decoration
Pilaitė,83700,1669,2,50,6,6,2020,brick,central thermostat,partial decoration
Pilaitė,83500,1681,2,49,6,6,2020,monolithic,central thermostat,partial decoration
Pilaitė,70000,1596,2,43,1,1,2020,monolithic,central thermostat,partial decoration
Senamiestis,149000,3041,2,49,2,2,1940,brick,electric,fully equipped
Senamiestis,149000,3191,2,46,2,2,1940,brick,central,fully equipped
Baltupiai,139000,2723,2,51,1,1,2010,brick,central,fully equipped
Lazdynėliai,124000,1915,3,64,3,3,2020,brick,central thermostat,partial decoration
Lazdynėliai,86000,1868,2,46,2,2,2020,brick,central thermostat,partial decoration
Lazdynėliai,83000,1898,2,43,3,3,2020,brick,central thermostat,partial decoration
Šeškinė,95000,2137,2,44,2,2,2020,brick,central thermostat,partial decoration
Šeškinė,137000,2184,3,62,2,2,2020,brick,central thermostat,partial decoration
Jeruzalė,37800,1957,1,19,0,0,1970,block house,central,fully equipped
Naujininkai,127900,2297,3,55,6,6,2020,NaN,central thermostat,NaN
Naujininkai,127100,2295,3,55,6,6,2020,NaN,central thermostat,NaN
Šnipiškės,167000,2879,3,58,2,2,2019,brick,central thermostat,fully equipped
Žirmūnai,122000,2396,2,50,4,4,2008,brick,central thermostat,fully equipped
Šiaurės miestelis,122000,2396,2,50,4,4,2008,brick,central thermostat,fully equipped
Šeškinė,100000,2051,2,48,1,1,2021,brick,central thermostat,partial decoration
Jeruzalė,63500,1814,1,35,2,2,1989,brick,central,fully equipped
Pašilaičiai,122900,1654,3,74,5,5,2008,brick,central,fully equipped
Bajorai,117000,2017,2,58,4,4,2008,block house,central thermostat,fully equipped
Antakalnis,24700,1375,1,17,4,4,1972,block house,central,fully equipped
Rasos,75000,1154,3,65,1,1,1940,block house,central,fully equipped
Karoliniškės,92000,1460,3,63,5,5,1974,block house,central,fully equipped
Antakalnis,175000,2991,3,58,1,1,2013,brick,gas,fully equipped
Pašilaičiai,128000,1542,3,83,3,3,2021,brick,central thermostat,fully equipped
Pašilaičiai,98000,1552,2,63,9,9,2008,brick,central thermostat,fully equipped
Naujininkai,14800,502,1,29,1,1,1940,wooden house,NaN,NaN
Burbiškės,71000,2152,2,33,3,3,2019,brick,central thermostat,fully equipped
